1128,1
483,670
422,600
68,198
1282,199
120,761
112,571
258,696
805,159
741,37
1307,528
698,805
1074,472
1111,395
1227,117
663,168
31,187
406,581
995,849
639,745
1084,764
12,850
1253,584
1297,287
328,74
42,805
979,792
878,523
734,805
947,252
703,333
1297,159
723,96
560,178
1279,707
13,71
124,380
1166,753
813,267
403,507
651,344
1307,560
95,887
370,649
530,828
1077,378
838,109
162,596
197,838
334,364
818,270
510,305
729,541
845,611
671,337
783,71
323,351
1193,362
1258,682
351,752
490,718
261,466
875,709
89,166
457,56
69,525
372,773
363,499
430,870
589,590
889,513
914,70
1092,695
576,364
1028,121
1198,851
522,605
1143,575
1111,402
426,546
1295,149

fold along x=655
fold along y=447
fold along x=327
fold along y=223
fold along x=163
fold along y=111
fold along x=81
fold along y=55
fold along x=40
fold along y=27
fold along y=13
fold along y=6
